id_paciente,cns,nome,data_nascimento,sexo,idade,id_bairro,dum
1274,725901071915915,Joaquim Aragão,2021-07-20,M,2,4,
1275,727631940635789,Ana Sophia Pereira,2015-12-16,F,8,3,
1276,723350450589911,Dr. Mathias Rocha,1992-03-28,M,31,7,
1277,773069680646337,Dra. Ana Vitória Rodrigues,1943-01-14,F,80,7,
1278,712785640206574,Olívia Rios,1975-11-03,F,48,4,
1279,778157036990454,João Vitor Almeida,2003-04-13,M,20,5,
1280,775037451428741,Sara Alves,1996-07-20,F,27,5,
1281,728089398829287,Maria Flor Mendes,1988-10-27,F,35,1,
1282,717486179365695,Isis Pinto,1964-04-22,F,59,3,
1283,789437385915419,Clarice Lima,2021-02-26,F,2,2,
1284,785490581307354,Dante Sampaio,2024-09-24,M,-1,9,
1285,767737679699669,Danilo Viana,1955-01-25,M,68,9,
1286,733453208658601,Mariane da Mata,1949-07-20,F,74,8,
1287,761579209209235,Ryan Gomes,1956-07-20,M,67,3,
1288,716176882123601,Gabriel Guerra,1979-09-23,M,44,4,
1289,765981199714395,Bento Macedo,1944-12-20,M,79,10,
1290,740345435452973,Ana Laura Pinto,1945-07-21,F,78,3,
1291,785375267978415,Juliana Fonseca,1941-02-12,F,82,6,
1292,726076221778342,Maria Liz Aparecida,1959-10-02,F,64,10,
1293,730343779624359,Liz Peixoto,1985-05-22,F,38,9,
1294,735185397169758,Maria Laura Aparecida,1985-11-28,F,38,3,
1295,796934462842967,Helena da Mata,2006-08-22,F,17,7,
1296,719214814449075,Leandro Garcia,1991-07-17,M,32,1,
1297,799034308801814,Emanuella Cavalcanti,1975-08-30,F,48,2,
1298,715831385361004,Srta. Clarice Rocha,2018-11-03,F,5,9,
1299,792122357357121,Srta. Stella Vargas,1994-04-29,F,29,7,
1300,756737591566435,Valentina Ramos,1981-04-16,F,42,5,
1301,719004869161369,Dom Silveira,1983-09-15,M,40,2,
1302,796667326628366,Noah Aragão,1987-09-22,M,36,5,
1303,792601706129751,Vinícius Alves,1946-12-18,M,77,10,
1304,760575560680279,Davi Lucca Cavalcanti,2024-07-21,M,-1,1,
1305,745880896039222,Luigi Barros,1953-08-05,M,70,6,
1306,718101436123068,Antonella Andrade,1967-01-19,F,56,4,
1307,780613494421707,Gael Moraes,1949-12-05,M,74,3,
1308,786043367220800,Anna Liz Azevedo,1943-01-28,F,80,4,
1309,770136749826311,Olívia da Costa,1957-03-08,F,66,4,
1310,783999830035503,Emanuel Almeida,1973-01-27,M,50,4,
1311,716195012880029,Emanuel Monteiro,1959-08-08,M,64,3,
1312,781155886650747,Maria Vitória Peixoto,1996-09-30,F,27,7,
1313,738889028780755,Luna Cunha,1998-10-30,F,25,2,
1314,729584191413451,Beatriz da Costa,2004-09-27,F,19,6,
1315,737645048213836,Caroline da Rocha,1995-03-16,F,28,7,2022-11-17
1316,766872148129394,Paulo Correia,1957-09-26,M,66,9,
1317,778211779530569,Vinícius Rocha,1946-04-01,M,77,8,
1318,758629950750321,Dra. Rebeca Vieira,1951-01-06,F,72,7,
1319,763213333234688,Calebe Cavalcante,1961-12-31,M,62,3,
1320,748501186902171,Luiza Mendonça,1988-06-16,F,35,2,
1321,752260183525861,Mariah Rodrigues,1957-10-17,F,66,5,
1322,755319656602601,Luiza Rodrigues,1981-07-01,F,42,9,
1323,784960801681504,Sra. Bárbara Freitas,2020-02-13,F,3,10,
1324,788836827150398,Cecilia Aparecida,1959-10-19,F,64,8,
1325,795142796224026,Dra. Beatriz Oliveira,2005-01-24,F,18,7,
1326,790327912555291,Sr. José Gonçalves,1972-05-19,M,51,3,
1327,786466627403836,Sra. Stella Almeida,1989-09-10,F,34,3,
1328,724757071160646,Nathan Porto,1958-02-06,M,65,10,
1329,740781929215565,Asafe Moreira,2000-03-08,M,23,7,
1330,727551851358335,Davi Miguel Borges,1945-02-26,M,78,6,
1331,784519628653734,Dra. Isabela Casa Grande,2015-10-06,F,8,1,
1332,735661933846647,Ísis Silva,2010-01-13,F,13,9,
1333,796110590375702,Sr. Paulo Mendonça,1955-05-14,M,68,3,
1334,761268050196990,Maria Laura Castro,2011-04-14,F,12,4,
1335,741946264655875,Bella Sousa,2008-06-18,F,15,7,
1336,734810633221968,Maysa Melo,1977-02-15,F,46,4,
1337,736052360197829,Zoe Cunha,1962-09-20,F,61,8,
1338,790200465520484,Dr. Pedro Cassiano,2017-06-29,M,6,3,
1339,797587103999840,Luiza Sousa,1998-01-13,F,25,1,
1340,715500252207128,Luna Cavalcante,1949-06-10,F,74,8,
1341,745683704065986,Matheus Souza,2006-03-31,M,17,7,
1342,723360679952125,Oliver Pereira,1993-08-08,M,30,8,
1343,799358552738548,Nina Cassiano,1964-04-21,F,59,5,
1344,714977830260848,Natália Ferreira,1954-10-10,F,69,4,
1345,777182306359894,Sr. Diego Machado,1963-05-05,M,60,7,
1346,783026763204898,Dra. Ana Laura Monteiro,1951-12-31,F,72,8,
1347,775502778799683,Liz Azevedo,1975-08-11,F,48,7,
1348,718825378139738,Felipe Machado,2011-01-17,M,12,6,
1349,728328770457223,Sr. Matheus Abreu,2016-05-03,M,7,2,
1350,718475500032582,Henrique Carvalho,1984-08-18,M,39,5,
1351,768369764053672,Ana Cecília Siqueira,1963-07-02,F,60,5,
1352,717479851043057,Isabelly Vasconcelos,1956-12-31,F,67,8,
1353,757816959949492,Lucca Santos,2018-04-22,M,5,10,
1354,732709642061658,Rebeca Pimenta,2011-02-27,F,12,2,
1355,721248974594298,Thiago Abreu,1990-02-08,M,33,6,
1356,750771977855562,Gustavo Henrique Abreu,1987-08-21,M,36,8,
1357,785016010718318,Maria Luiza Vasconcelos,1967-05-19,F,56,2,
1358,779217381770300,Davi Lucas Martins,2014-04-04,M,9,2,
1359,783330106294729,Bárbara da Mata,1984-04-10,F,39,7,
1360,777853421213430,Maya Duarte,2011-11-17,F,12,8,
1361,713573689211583,Maria Camargo,2002-10-18,F,21,7,
1362,755754203725832,Bárbara da Luz,1979-12-12,F,44,1,
1363,729313144021629,Ana Cecília Correia,2007-01-04,F,16,3,
1364,782494332880551,Daniel Novaes,1949-03-24,M,74,7,
1365,797120201557969,Cauã Barbosa,2009-11-25,M,14,3,
1366,776540510946348,Anthony Pastor,1992-12-01,M,31,3,
1367,720165079685083,Evelyn Cardoso,1971-09-19,F,52,2,
1368,779877004450643,Sra. Ana Liz Monteiro,1989-06-15,F,34,10,
1369,753132163845898,Ayla Moreira,1983-11-24,F,40,5,
1370,734193774698180,Sr. Luigi Castro,2010-05-23,M,13,5,
1371,790544679407173,Bárbara da Conceição,1948-12-31,F,75,7,
1372,797214731598380,Evelyn Rocha,1960-01-03,F,63,6,
1373,791066473244800,Sra. Larissa Castro,1967-07-15,F,56,2,
1374,749448972100976,Dr. Henry Gabriel da Conceição,2002-12-04,M,21,5,
1375,768466931275967,Nicolas da Cunha,1993-05-19,M,30,6,
1376,748816756449245,Camila Lopes,1992-04-06,F,31,2,2022-08-19
1377,796734987141376,Dra. Maria Sophia da Mata,1964-01-24,F,59,3,
1378,728022339353100,Ana Luiza Moura,1999-12-30,F,24,3,
1379,736703022076775,Alice Macedo,1980-02-21,F,43,6,
1380,799001456947169,Dra. Alícia Pimenta,1966-03-20,F,57,5,
1381,743698254614761,Stella Castro,1945-10-17,F,78,3,
1382,764331749008225,Emanuel da Luz,1997-06-21,M,26,8,
1383,780750552286553,Anthony Cavalcanti,1985-10-13,M,38,1,
1384,718402801950848,Yuri Costa,1940-10-25,M,83,5,
1385,766438257075145,Sra. Alice da Mota,1999-01-02,F,24,8,2022-10-06
1386,779516341159009,Maria Luísa da Paz,1957-01-20,F,66,3,
1387,779121627685716,Nicolas Cunha,1965-12-31,M,58,7,
1388,790799002903132,Luiz Miguel Carvalho,2014-12-17,M,9,6,
1389,760869961972724,Luiz Miguel Jesus,1953-09-23,M,70,8,
1390,712276762497270,Maysa Rocha,1952-08-16,F,71,7,
1391,775794357674662,Sra. Pietra Cavalcante,1974-02-02,F,49,10,
1392,754379859257058,Valentina Almeida,1989-08-02,F,34,9,2022-08-29
1393,754061274548034,Maria Eduarda Garcia,1959-12-14,F,64,9,
1394,714812872312577,Hellena Alves,1980-07-21,F,43,6,2022-12-25
1395,733450358274639,Maitê Sales,1946-01-09,F,77,4,
1396,740591677745423,Juliana da Mota,1987-03-12,F,36,5,2022-12-27
1397,773426072161521,Henry Vieira,2021-02-21,M,2,4,
1398,773356125251529,Maria Laura Moraes,1979-09-25,F,44,3,2023-03-25
1399,781232386246265,Emilly Cirino,1980-10-04,F,43,5,
1400,794515189387935,Dra. Maya Ferreira,1951-11-28,F,72,8,
1401,781809253508451,Nina Fernandes,1960-05-12,F,63,2,
1402,765071092107053,Ana Cecília Porto,1969-05-15,F,54,8,
1403,787765099441387,Ana Lívia Brito,2007-02-02,F,16,1,
1404,777835245008555,Dra. Amanda Nogueira,1999-10-08,F,24,3,2022-10-15
1405,713124585353384,Sra. Ana Julia Cassiano,1947-05-11,F,76,9,
1406,725142786066885,Antonella Pereira,1991-06-30,F,32,9,
1407,741269003784926,Ana Beatriz Sales,2007-06-24,F,16,7,2022-11-03
1408,738672746127836,Sr. Diego Guerra,1982-03-10,M,41,6,
1409,713578276901579,Benício Mendonça,1975-09-22,M,48,1,
1410,798581283348423,Gael Henrique Guerra,2019-08-26,M,4,9,
1411,716796812258833,Rafael Azevedo,2025-05-16,M,-2,3,
1412,773206523441817,Aylla Souza,1995-09-23,F,28,1,
1413,775099590796502,Emanuelly Porto,1947-09-06,F,76,6,
1414,733006450970771,Maria Júlia Castro,2019-06-18,F,4,3,
1415,725495164281241,Luísa Camargo,2005-07-04,F,18,3,
1416,784853734193947,Dra. Maria Vitória da Paz,2000-02-20,F,23,3,
1417,762064162147780,Heloisa Siqueira,1955-04-07,F,68,6,
1418,778771119223697,Sra. Alícia Cardoso,1998-07-04,F,25,2,
1419,785889690646557,Fernanda Aparecida,1989-07-14,F,34,9,
1420,794480591049776,Valentina Pinto,2016-08-15,F,7,9,
1421,772700726798070,Dr. Kaique Barbosa,1964-01-03,M,59,9,
1422,711571340685913,Isaque Mendes,1996-09-27,M,27,1,
1423,737375943795269,Davi Miguel Sá,1973-01-24,M,50,5,
1424,764646233270815,Esther Jesus,1960-11-21,F,63,8,
1425,747907218108408,Dra. Eloá Cassiano,2018-06-21,F,5,8,
1426,792996857570417,Kevin Macedo,1960-03-10,M,63,6,
1427,720138092144938,Clarice Borges,1948-02-18,F,75,6,
1428,754961959618941,José Pedro Correia,2004-07-20,M,19,4,
1429,769678653404693,Bárbara Rodrigues,1962-10-15,F,61,5,
1430,743861035225269,Srta. Evelyn Pimenta,1996-04-05,F,27,5,
1431,726358584116744,Srta. Gabriela Caldeira,2001-11-14,F,22,4,
1432,724033789597947,Kamilly Brito,1982-01-12,F,41,1,
1433,797896633820168,Alexia da Rocha,1998-05-06,F,25,4,
1434,742887447673911,Maria Eduarda Siqueira,2019-06-27,F,4,8,
1435,724369482180245,Maria Sophia Castro,1947-06-25,F,76,8,
1436,738891655290852,Carlos Eduardo Pinto,1958-09-15,M,65,9,
1437,729407497259079,Maria Isis Cassiano,1961-02-12,F,62,9,
1438,718225320562862,Ryan Brito,1999-01-30,M,24,4,
1439,787688383399217,Otávio da Mota,1986-03-20,M,37,1,
1440,794024196745512,Emanuelly Cassiano,1974-03-12,F,49,2,
1441,767354433750633,Rebeca da Cunha,1952-05-27,F,71,2,
1442,744765498591706,Srta. Maria Eduarda Farias,2010-12-09,F,13,7,
1443,793844971054296,Gabrielly Nunes,1967-12-08,F,56,9,
1444,750388947394124,Lívia Jesus,1963-04-17,F,60,2,
1445,750244643461895,Catarina Abreu,1970-09-09,F,53,9,
1446,736559318296443,Maria Júlia Fernandes,1951-04-06,F,72,3,
1447,750514564763147,Benicio Cunha,1966-12-24,M,57,10,
1448,724192894569178,Juliana Freitas,1965-09-18,F,58,2,
1449,750874774297671,Amanda Novais,2002-03-03,F,21,4,
1450,768209721349195,Dra. Maria Luísa Albuquerque,2022-11-04,F,1,8,
1451,775447094032989,Mariane Alves,2005-02-23,F,18,10,
1452,755457072005576,Dra. Stella Rios,1990-09-19,F,33,5,
1453,759681564614300,Clarice Albuquerque,1971-11-04,F,52,5,
1454,769756985224289,Catarina Casa Grande,1979-05-16,F,44,4,
1455,790072155217390,Alexia Garcia,2015-10-25,F,8,8,
1456,712563109873769,Ana Júlia Barros,1985-07-27,F,38,6,2023-02-04
1457,743615747034616,Zoe Sales,1971-04-07,F,52,8,
1458,726961506039234,Manuella Costela,1988-03-07,F,35,6,
1459,738385282426558,Théo Farias,2006-09-17,M,17,1,
1460,713612261642417,Davi Luiz Martins,1980-01-14,M,43,7,
1461,777463346059637,Sara Ramos,1981-04-13,F,42,2,2023-01-18
1462,760285423856790,Eloah da Cunha,1974-10-31,F,49,6,
1463,743468352309734,Kevin Rocha,1960-10-16,M,63,8,
1464,760599873024930,Guilherme Fonseca,2007-07-10,M,16,10,
1465,732219772450649,Isadora Ribeiro,2004-11-16,F,19,1,
1466,716322667316695,Marcela Macedo,1990-10-29,F,33,9,
1467,760261474540783,Sarah da Rocha,1950-05-31,F,73,6,
1468,765393588124408,Maria Eduarda Melo,1998-08-18,F,25,5,
1469,735444192715653,Srta. Liz Pastor,2009-01-10,F,14,4,
1470,775284944730651,Giovanna Castro,1981-09-16,F,42,3,
1471,746083003378883,Sofia Machado,1940-11-03,F,83,10,
1472,790029690848951,Ayla Castro,1973-01-08,F,50,7,
1473,793783392063807,Helena Sampaio,1994-11-19,F,29,3,2023-01-08
1474,743912484698116,Eduardo da Paz,1951-08-16,M,72,1,
1475,778508764227162,Alícia Aparecida,2013-10-07,F,10,6,
1476,766477237610710,Benjamin Brito,2018-07-20,M,5,3,
1477,751712167838339,Melissa Teixeira,1993-07-30,F,30,10,2022-12-07
1478,797027357274242,Dra. Manuela Moreira,1970-12-03,F,53,1,
1479,749568138090931,Alícia Machado,1985-07-27,F,38,10,
1480,714716938252783,Ester Montenegro,1958-11-20,F,65,10,
1481,763137660882163,Isabella Sá,1972-12-14,F,51,2,
1482,720335592092940,Maria Vitória da Mota,1988-03-11,F,35,7,
1483,726634193922626,Joana Garcia,2007-08-09,F,16,8,
1484,746663969387423,Srta. Manuella Mendes,1989-07-30,F,34,9,2022-08-12
1485,723207215747009,Erick Caldeira,2009-12-10,M,14,5,
1486,769319576703042,Ryan Novaes,1993-12-08,M,30,9,
1487,727629157863376,Lucca Barbosa,2023-01-30,M,0,7,
1488,727789678131886,Maria Helena Porto,2012-10-06,F,11,9,
1489,777820673409627,Maitê Cirino,1941-11-27,F,82,9,
1490,786019054856646,Sra. Rafaela Castro,2011-05-11,F,12,6,
1491,789326989887974,Julia Viana,1987-05-18,F,36,10,
1492,717501509603974,Eloá Teixeira,2023-03-02,F,0,4,
1493,746694932128251,Vitória Albuquerque,1991-10-31,F,32,3,
1494,776384180843725,Gael Henrique Vieira,1983-09-04,M,40,7,
1495,780477876552961,Stephany Ribeiro,2000-04-01,F,23,5,2023-02-16
1496,714459887903501,Cecília Cunha,1950-03-05,F,73,5,
1497,742025093261957,Jade Borges,1988-06-25,F,35,7,
1498,736213384219755,Dr. Pedro Lucas Castro,1984-10-12,M,39,4,
1499,787910743606580,Sr. Lucca da Rosa,2015-02-24,M,8,8,
1500,714261353910611,Srta. Heloísa Alves,1978-09-01,F,45,5,
1501,738683643777306,Daniel Pimenta,1975-07-17,M,48,2,
1502,781205480447860,Breno Sales,2001-03-08,M,22,8,
1503,723282637751664,Kamilly Pinto,1944-11-09,F,79,4,
1504,789971527644417,Davi Lucas da Paz,1965-05-26,M,58,10,
1505,734889144477432,Henry Pires,1966-05-31,M,57,8,
1506,749924358744750,Dom da Cunha,1986-05-14,M,37,9,
1507,764407177248678,Dra. Ana Beatriz da Rosa,1947-04-25,F,76,7,
1508,743901377437208,Isadora Rezende,2025-02-13,F,-2,3,
1509,790377578971987,Leonardo Câmara,2016-12-23,M,7,9,
1510,711178292786769,Srta. Mariane Cassiano,1962-09-27,F,61,9,
1511,725226178179406,Lorenzo Sales,2015-05-01,M,8,1,
1512,777355965256805,Srta. Luna Machado,1972-11-22,F,51,3,
1513,732389089859596,Manuella Machado,1984-10-26,F,39,7,2022-08-15
1514,788308699816646,Isabella da Paz,2016-10-20,F,7,7,
1515,759498309937232,Luana Novaes,1963-12-27,F,60,8,
1516,765210100252148,Ísis Cavalcanti,1988-11-30,F,35,3,
1517,767604682225109,Mariana Mendonça,1978-06-28,F,45,2,
1518,715798818501155,Marcelo Aparecida,1949-11-27,M,74,5,
1519,753679577660233,Vinicius Duarte,2012-11-09,M,11,4,
1520,732129057759580,Ana Beatriz da Cruz,1980-08-17,F,43,7,
1521,757001515668640,Alexandre das Neves,1992-02-22,M,31,8,
1522,710522427456554,Helena da Luz,2009-08-21,F,14,10,
1523,741571364247040,Bianca Nascimento,1997-12-22,F,26,9,
1524,765334875470885,Henry Campos,1967-04-02,M,56,3,
1525,753873294149908,Ana da Mota,1969-08-16,F,54,9,
1526,760630313599152,Otto Rezende,1958-10-18,M,65,5,
1527,789093618255560,Diogo da Rocha,1963-10-28,M,60,10,
1528,760151309064814,Brenda Moreira,1945-05-10,F,78,9,
1529,721639339498121,Isabela Viana,2010-07-09,F,13,7,
1530,740404416232500,Luiza Gonçalves,1949-01-20,F,74,9,
1531,728648980290933,Dra. Maria Alice da Paz,2002-05-31,F,21,8,
1532,778439206731684,Maria Luiza Sales,1973-10-27,F,50,10,
1533,747101525016272,Gustavo Henrique das Neves,1947-10-28,M,76,1,
1534,784392709724559,Stephany das Neves,1950-05-13,F,73,9,
1535,773465760698789,Larissa Brito,1975-07-08,F,48,8,
1536,743314925953444,Maria Helena Farias,1971-07-14,F,52,1,
1537,764656207887197,Lavínia Siqueira,1979-02-08,F,44,1,
1538,711649750950769,Caleb Gomes,1999-11-02,M,24,6,
1539,799466772652880,Thiago Rocha,1943-07-06,M,80,1,
1540,757829407993824,Lara Albuquerque,1947-04-28,F,76,5,
1541,771810777394991,Sra. Larissa Aragão,1971-01-10,F,52,6,
1542,726309247221944,Srta. Kamilly Rodrigues,1972-02-07,F,51,7,
1543,776883291763979,Zoe Azevedo,1976-07-12,F,47,1,
1544,789000606197757,Dr. Igor Martins,1971-08-13,M,52,6,
1545,725539486728973,Sr. Luiz Gustavo Pimenta,1959-10-18,M,64,3,
1546,726355045196943,Dra. Milena Montenegro,1992-03-22,F,31,3,2022-11-02
1547,726705045718347,Srta. Isabelly Farias,2011-05-31,F,12,9,
1548,799170770709446,Dra. Nina Pereira,1990-02-25,F,33,8,
1549,739763491593291,Anthony Mendes,2005-02-09,M,18,2,
1550,775166347659229,Anthony Gabriel Moura,1979-05-21,M,44,3,
1551,768216264867608,Cauã da Mata,1972-06-13,M,51,10,
1552,772137800123731,Srta. Natália Carvalho,1972-01-09,F,51,9,
1553,757122772980323,Heloísa Sousa,1942-04-02,F,81,2,
1554,777360325407586,Marina Ribeiro,1977-05-27,F,46,7,
1555,724031131703894,Alana Monteiro,1961-06-12,F,62,4,
1556,795143040846507,Lorena Fernandes,1988-02-13,F,35,3,2022-08-11
1557,731468585567449,Davi Lucas Moura,2019-11-10,M,4,3,
1558,716400998753078,Eduardo Machado,1950-05-07,M,73,9,
1559,749620259455033,Theo Rocha,1941-02-04,M,82,4,
1560,784594808390637,Stephany Pires,2009-08-17,F,14,3,
1561,714191086291802,Camila Machado,1967-02-17,F,56,7,
1562,762188974354580,Ana Luiza Pastor,1978-08-14,F,45,3,
1563,739083592046642,Lavínia Brito,1969-09-29,F,54,8,
1564,780368141773439,João Miguel Cirino,2000-09-19,M,23,4,
1565,762966092360742,Marcela Cunha,1944-09-21,F,79,9,
1566,751361316357141,Brenda Rezende,1993-06-04,F,30,10,2023-03-02
1567,746715457645663,Gabrielly Correia,2022-08-11,F,1,3,
1568,791175303730791,Maria Cecília Brito,2003-04-21,F,20,9,
1569,731343227526444,Lara Barbosa,1987-02-10,F,36,7,
1570,769645788386986,Enrico Nogueira,1962-12-21,M,61,8,
1571,785348879812310,Sra. Fernanda Teixeira,1963-08-10,F,60,5,
1572,799787073323211,Beatriz da Costa,2011-11-24,F,12,10,
1573,729906129194381,Dr. Benício Ribeiro,1982-02-19,M,41,10,
1574,724164974988840,Daniela Azevedo,2014-12-16,F,9,5,
1575,728989897649795,Sr. Davi Lucca Alves,1992-10-24,M,31,7,
1576,780909782874210,Maria Fernanda Costa,2012-06-15,F,11,7,
1577,754059453675714,Luana Ramos,1950-10-18,F,73,3,
1578,790339216358263,Dr. Theodoro Macedo,2000-07-20,M,23,9,
1579,739427449091277,Daniela Albuquerque,2006-06-08,F,17,10,2022-10-04
1580,712539874527190,Dr. Benjamin Peixoto,1960-11-30,M,63,9,
1581,724241685547131,Srta. Sophie Silva,1980-06-06,F,43,10,
1582,758249614046758,Olivia Campos,1959-02-22,F,64,8,
1583,747833048676258,Mariane Teixeira,2025-08-04,F,-2,2,
1584,728912393469114,Sr. Matheus Araújo,1970-12-27,M,53,3,
1585,720721870611895,Valentim da Mota,1998-09-19,M,25,3,
1586,798389764374276,Sophie Garcia,1974-03-19,F,49,10,
1587,748304418811607,João Pedro da Mata,1949-12-18,M,74,4,
1588,721465122376193,Mirella Vasconcelos,1987-05-25,F,36,4,
1589,784169181899022,Marcela Andrade,1940-11-13,F,83,7,
1590,785426881664241,Aurora da Cruz,2011-09-06,F,12,8,
1591,736482762389195,Dom Cirino,1989-05-06,M,34,2,
1592,790594372438176,Srta. Anna Liz Cirino,1986-11-14,F,37,4,
1593,789116942360009,Dr. Theo Gomes,1983-05-03,M,40,1,
1594,714734647716677,Gabriela Gonçalves,1981-06-03,F,42,4,
1595,719684664544276,Antonella Viana,1949-02-26,F,74,6,
1596,778188501123005,Catarina Brito,1976-04-20,F,47,6,
1597,721033330273945,Ayla Cardoso,2010-04-28,F,13,9,
1598,777719692672142,João Lucas Correia,1996-12-23,M,27,6,
1599,768366693664378,Fernando Porto,1985-04-15,M,38,3,
1600,727131999664514,Srta. Maya Vasconcelos,1969-07-03,F,54,5,
1601,736645640334590,Igor das Neves,2017-07-16,M,6,3,
1602,745075638313678,Antonella Campos,1989-09-14,F,34,2,2022-09-25
1603,768990767301424,Théo Cavalcanti,1983-03-20,M,40,4,
1604,737396196464877,Rodrigo Pinto,1986-08-12,M,37,2,
1605,799471324526398,Ana Clara Pimenta,2005-08-17,F,18,1,
1606,724193424167180,Dra. Bianca Novais,1946-09-05,F,77,8,
1607,731904868860649,Dra. Ana Carolina Câmara,1983-11-28,F,40,2,
1608,752953061833475,João Felipe Camargo,2013-10-14,M,10,8,
1609,751679439170180,Otto Gomes,2007-06-11,M,16,1,
1610,741950486002988,Thales Castro,1968-11-04,M,55,10,
1611,734323576767985,Asafe Gomes,2008-12-12,M,15,2,
1612,735421057587571,Vitor Nascimento,1960-11-14,M,63,10,
1613,730413446550517,Esther Vieira,1967-08-29,F,56,3,
1614,798592241215513,Mariah Freitas,1984-11-03,F,39,6,
1615,728003358371834,Sra. Maria Vitória da Conceição,1989-02-14,F,34,4,2022-11-17
1616,745065191378312,Luiz Miguel Silveira,1955-11-07,M,68,5,
1617,783891244968463,Alícia Correia,1948-08-11,F,75,2,
1618,786227718681608,Bernardo Viana,1976-12-06,M,47,4,
1619,725731779728313,Maria Laura da Luz,2005-05-24,F,18,4,
1620,775953730466269,Sr. Leonardo da Paz,1941-05-04,M,82,3,
1621,734355188862733,Evelyn Pacheco,1952-02-17,F,71,6,
1622,795312389528171,Rafael Freitas,1959-04-01,M,64,1,
1623,759764129045353,Diogo Siqueira,1963-01-29,M,60,9,
1624,711438591239947,Eloá Rocha,1974-11-03,F,49,10,
1625,796247680749705,Larissa Lima,1948-12-23,F,75,8,
1626,793288802832614,João Gabriel Gonçalves,2013-08-31,M,10,1,
1627,788532972225325,Melissa Sousa,2017-12-04,F,6,6,
1628,795814390681106,Henry Gabriel Camargo,2024-06-17,M,-1,8,
1629,744088676140397,Raul das Neves,2000-11-18,M,23,5,
1630,756631289917908,Sophie Silva,1949-03-02,F,74,3,
1631,786541013215530,Ana Julia Campos,1953-06-26,F,70,2,
1632,727722772467290,Benicio Melo,1983-08-08,M,40,6,
1633,724282889942053,Luiz Henrique Melo,1962-04-27,M,61,4,
1634,719309645567688,Yasmin Costela,1970-09-24,F,53,9,
1635,710426123605050,Marcela da Mata,1983-09-06,F,40,7,2022-09-17
1636,717883328645802,Juan Câmara,1996-04-01,M,27,2,
1637,741321559298752,Ayla Borges,2001-11-13,F,22,5,
1638,753240260543574,Anthony Caldeira,2010-07-14,M,13,1,
1639,755256930329703,Sra. Ana Sophia Sousa,2008-10-26,F,15,4,
1640,734754005866384,Samuel Macedo,1984-01-23,M,39,3,
1641,797092940788032,Dra. Helena Rios,2000-05-18,F,23,9,
1642,715810949177484,Cecilia Rocha,1968-02-03,F,55,8,
1643,784090118909587,Antony Cavalcante,1978-02-01,M,45,9,
1644,721562824853620,Ravy Aparecida,1947-10-12,M,76,5,
1645,717952046294413,Kaique Almeida,1954-10-19,M,69,10,
1646,718723835986760,Isabel Abreu,1995-08-09,F,28,4,2022-10-15
1647,714985226694619,Lorena das Neves,2018-11-03,F,5,8,
1648,762382060066670,Isabella da Mota,1949-04-26,F,74,1,
1649,766723528777800,Yuri Vieira,1960-11-25,M,63,5,
1650,784155609404713,Maria Luísa Rios,1966-03-16,F,57,6,
1651,740884351361281,Daniel da Paz,1997-08-21,M,26,10,
1652,768141992922961,Bruna Lima,1971-09-30,F,52,5,
1653,785634688449327,Dr. Vitor Hugo Albuquerque,1971-11-12,M,52,1,
1654,720435170894348,Bella Melo,2021-07-18,F,2,8,
1655,783857103580675,Apollo Barros,2003-06-03,M,20,8,
1656,717619885134426,Mirella Lima,1956-09-27,F,67,4,
1657,719025234409608,Isis Lima,1992-12-05,F,31,6,2022-10-01
1658,761992918593389,Isadora da Cunha,1970-03-08,F,53,3,
1659,763161872425540,Juliana da Paz,1996-10-18,F,27,1,
1660,742728598499347,Yasmin da Cunha,1999-04-05,F,24,4,
1661,727579426039826,Dr. Noah Almeida,1996-11-02,M,27,9,
1662,734456425234946,Alana Campos,1940-10-13,F,83,8,
1663,780978316964048,Maria da Cruz,1948-06-22,F,75,4,
1664,796474968374019,Rafaela Fernandes,1943-05-30,F,80,3,
1665,786383703968423,Maria Júlia Martins,1968-04-12,F,55,2,
1666,725743527683796,Thiago Gonçalves,2009-07-04,M,14,6,
1667,737199977944474,Pietro Nascimento,2005-03-08,M,18,1,
1668,743073439526634,Sr. José Pedro da Rocha,2023-07-31,M,0,2,
1669,734418834860892,Julia Andrade,1940-06-13,F,83,2,
1670,736035475389708,Srta. Maria Luiza Gonçalves,1948-08-26,F,75,7,
1671,786579662218231,Kamilly Santos,1979-04-05,F,44,7,
1672,728184997060893,Alexia Sales,1968-11-02,F,55,1,
1673,798108998910534,Lunna da Paz,1999-09-23,F,24,2,2023-03-27
1674,712562857087693,Emilly Casa Grande,2005-10-16,F,18,8,
1675,782600678825821,Carolina das Neves,1943-02-17,F,80,1,
1676,715418186626105,Ryan Barbosa,1951-01-23,M,72,10,
1677,745423309639519,Davi Luiz da Cunha,2024-04-17,M,-1,2,
1678,774645596051211,Juliana da Cunha,1980-12-27,F,43,9,
1679,738105301373551,Dra. Ana Beatriz Vieira,1956-07-22,F,67,10,
1680,760672602072172,Isabela Pinto,2026-03-11,F,-3,3,
1681,712479759145844,Dra. Sara Garcia,2015-04-15,F,8,7,
1682,786613168180517,Allana Campos,2017-08-10,F,6,10,
1683,753691146241796,Mariane Castro,1996-01-18,F,27,8,
1684,748213289340642,Rael Viana,2011-05-08,M,12,8,
